PDBCode,vina_deltaG(kcal/mol),vina_kd(uM)
2r5a,-3.7,1095.1921677351834
3nq3,-6.0,15.818798969966572
3cj5,-8.5,0.1580626048714023
6ey9,-10.7,0.0027448972201426568
5ha1,-8.9,0.07564392150535396
6dyw,-10.0,0.00996833240468876
4aj4,-6.6,5.2370998915105424
4ymg,-9.7,0.017324624734884792
1nw5,-8.5,0.1580626048714023
5etb,-6.8,3.6229580706211117
5i2f,-6.7,4.355891793719977
3ekx,-11.1,0.0013136237380730529
4e4l,-10.1,0.008291034774616974
3cdb,-9.5,0.025043290192969626
1fv0,-8.4,0.19003907581389948
2ewa,-11.0,0.0015793731942713909
5mpk,-8.7,0.1093456687565821
6udv,-16.8,3.611485033620103e-08
6qlr,-7.0,2.5063156047025017
5zdb,-10.2,0.006895963621916808
3gdt,-6.9,3.0133496888978124
4ogj,-7.6,0.8297611725390291
2vvs,-9.4,0.030109612121622685
5wbo,-6.9,3.0133496888978124
3r4p,-9.6,0.02082944081630656
1pzp,-7.6,0.8297611725390291
3s0d,-5.4,47.781101379763854
5fns,-9.3,0.03620086398907268
5itp,-8.7,0.1093456687565821
5oei,-6.5,6.296578650829274
3uod,-10.3,0.00573563078282912
2iwx,-9.0,0.06291587782468923
6pl1,-12.4,0.00011975451999797436
1pxn,-9.5,0.025043290192969626
1odi,-8.8,0.09094688111405103
1i37,-10.6,0.0033001969779281387
4o97,-10.2,0.006895963621916808
6dzx,-5.4,47.781101379763854
6hk3,-9.1,0.05232948799687809
3bva,-9.3,0.03620086398907268
5nkh,-10.9,0.001898884448024712
4gq4,-9.3,0.03620086398907268
4css,-8.9,0.07564392150535396
5vd2,-10.4,0.004770538575984073
4mo4,-6.7,4.355891793719977
3a5y,-10.6,0.0033001969779281387
3g2y,-6.8,3.6229580706211117
4io3,-5.9,19.01898263149658
6ej3,-11.7,0.00043489892938203305
4y0a,-6.0,15.818798969966572
2baj,-12.1,0.00020812930739501562
4p58,-6.9,3.0133496888978124
5kr1,-9.7,0.017324624734884792
6qau,-10.0,0.00996833240468876
3d0e,-10.8,0.002283033649063271
3e5u,-6.9,3.0133496888978124
5fpk,-7.0,2.5063156047025017
5ueu,-8.2,0.274707463881058
2qmg,-12.5,9.960431187605146e-05
1lyx,-5.4,47.781101379763854
3ioe,-8.7,0.1093456687565821
3nq9,-4.6,208.62500270683435
6dpy,-8.6,0.13146657839569292
5ayt,-8.0,0.39709828301766137
6dsp,-7.1,2.0845963989904144
4ehz,-8.3,0.22848446895825622
4tt2,-6.8,3.6229580706211117
4ibe,-7.2,1.73383676761635
3td4,-5.0,99.84153646999208
2xde,-8.3,0.22848446895825622
4rak,-12.5,9.960431187605146e-05
2j77,-6.3,9.101902568663261
4buq,-6.7,4.355891793719977
5kma,-8.4,0.19003907581389948
4jfm,-7.8,0.5740180632436322
3iub,-9.6,0.02082944081630656
3veh,-7.5,0.9976239889496118
6guk,-9.5,0.025043290192969626
2rcb,-4.1,524.1254276230624
5vd1,-12.5,9.960431187605146e-05
6g37,-8.2,0.274707463881058
2e2p,-7.8,0.5740180632436322
6a87,-5.8,22.866571667288486
2a8g,-8.0,0.39709828301766137
1jq8,-7.6,0.8297611725390291
5i2e,-9.8,0.014409538155705594
4xar,-8.5,0.1580626048714023
2vl4,-7.2,1.73383676761635
4tte,-6.1,13.15708656454693
3zyu,-9.0,0.06291587782468923
4np9,-4.7,173.5212151917531
2qbw,-11.4,0.0007558396372900754
1msn,-12.1,0.00020812930739501562
5dey,-11.4,0.0007558396372900754
2wky,-8.7,0.1093456687565821
2r9x,-9.6,0.02082944081630656
4de1,-8.3,0.22848446895825622
2fgv,-12.1,0.00020812930739501562
6euc,-8.3,0.22848446895825622
2yix,-6.8,3.6229580706211117
4djp,-8.8,0.09094688111405103
1lgw,-6.2,10.943240836149698
4qb3,-7.8,0.5740180632436322
3upk,-9.1,0.05232948799687809
2xog,-8.0,0.39709828301766137
4jh0,-7.1,2.0845963989904144
2qi1,-10.2,0.006895963621916808
4l4z,-6.8,3.6229580706211117
5b2d,-7.6,0.8297611725390291
3f78,-5.8,22.866571667288486
3bxg,-7.8,0.5740180632436322
6g34,-8.5,0.1580626048714023
1gi7,-8.8,0.09094688111405103
4g95,-9.3,0.03620086398907268
2c1p,-8.8,0.09094688111405103
1b3h,-9.4,0.030109612121622685
4dew,-6.7,4.355891793719977
5j2x,-8.9,0.07564392150535396
1x38,-9.7,0.017324624734884792
4nbk,-8.7,0.1093456687565821
4qf9,-8.2,0.274707463881058
4io4,-5.2,69.06908553024337
5x74,-15.3,5.726541899822418e-07
2zx8,-9.2,0.04352439175442664
2std,-9.8,0.014409538155705594
3lpk,-12.8,5.7310845395773126e-05
1njs,-10.4,0.004770538575984073
6oqb,-16.3,9.07307903195257e-08
4k55,-4.8,144.32408259298433
6s4t,-14.8,1.43867042928862e-06
5za9,-10.1,0.008291034774616974
3t64,-8.6,0.13146657839569292
4mhz,-6.3,9.101902568663261
4kn1,-10.8,0.002283033649063271
5yas,-5.7,27.492537847388252
1f74,-6.2,10.943240836149698
2wm0,-10.1,0.008291034774616974
5ipj,-10.8,0.002283033649063271
5t9u,-8.5,0.1580626048714023
4ggz,-8.5,0.1580626048714023
6qge,-8.2,0.274707463881058
4zzd,-8.9,0.07564392150535396
8a3h,-7.3,1.4420968673812509
5zaj,-9.4,0.030109612121622685
4de5,-6.5,6.296578650829274
5u4b,-8.2,0.274707463881058
5yyf,-5.7,27.492537847388252
4f0c,-8.2,0.274707463881058
5j6n,-9.7,0.017324624734884792
4cg8,-11.4,0.0007558396372900754
4ytc,-10.5,0.0039678353029772165
1kyv,-9.0,0.06291587782468923
5upf,-14.6,2.0796433749108175e-06
3bgb,-8.2,0.274707463881058
3zc5,-12.0,0.0002502344008522155
5zae,-10.0,0.00996833240468876
5edd,-8.4,0.19003907581389948
2ygf,-9.5,0.025043290192969626
1qft,-4.5,250.83037659878684
4i9h,-10.0,0.00996833240468876
3ekp,-8.9,0.07564392150535396
6fng,-14.3,3.6143498822102164e-06
4ynb,-10.0,0.00996833240468876
4det,-7.3,1.4420968673812509
5l2s,-11.7,0.00043489892938203305
5e2o,-8.2,0.274707463881058
4ase,-12.6,8.284463036943888e-05
10gs,-6.9,3.0133496888978124
3b66,-10.8,0.002283033649063271
1hk4,-7.6,0.8297611725390291
2xdl,-6.5,6.296578650829274
4aqh,-8.8,0.09094688111405103
4zb6,-7.2,1.73383676761635
4djo,-7.9,0.4774322856020205
3cow,-10.8,0.002283033649063271
5fut,-10.4,0.004770538575984073
3s8n,-7.6,0.8297611725390291
1thz,-9.4,0.030109612121622685
4fl1,-6.2,10.943240836149698
3huc,-11.2,0.0010925899790423489
3g19,-5.1,83.0419389339917
4ql1,-10.7,0.0027448972201426568
3g0w,-10.4,0.004770538575984073
1no6,-8.3,0.22848446895825622
4ciw,-8.1,0.33028148939851953
4des,-8.1,0.33028148939851953
1bp0,-7.6,0.8297611725390291
3uri,-7.9,0.4774322856020205
3l4x,-6.4,7.57039268438389
3ozp,-7.5,0.9976239889496118
2vqt,-7.5,0.9976239889496118
1o0f,-6.9,3.0133496888978124
1u71,-9.5,0.025043290192969626
3o75,-7.6,0.8297611725390291
1syh,-6.7,4.355891793719977
3t70,-9.1,0.05232948799687809
2bqv,-11.3,0.0009087479372555044
4o2p,-9.4,0.030109612121622685
5ta2,-9.7,0.017324624734884792
2ya6,-7.1,2.0845963989904144
6e23,-11.0,0.0015793731942713909
6jfk,-9.8,0.014409538155705594
3p8z,-9.6,0.02082944081630656
5duw,-5.2,69.06908553024337
5bv3,-8.5,0.1580626048714023
6el5,-8.4,0.19003907581389948
1v0k,-6.7,4.355891793719977
2h4k,-7.7,0.6901433917785629
5efa,-7.2,1.73383676761635
2pvj,-10.3,0.00573563078282912
4fxp,-8.9,0.07564392150535396
6faa,-8.3,0.22848446895825622
2a14,-10.3,0.00573563078282912
3zdg,-5.8,22.866571667288486
1w4p,-6.3,9.101902568663261
3u8n,-6.4,7.57039268438389
6mku,-5.1,83.0419389339917
3g1v,-8.9,0.07564392150535396
6dar,-8.3,0.22848446895825622
4mss,-6.6,5.2370998915105424
1jmf,-7.9,0.4774322856020205
1o5e,-10.0,0.00996833240468876
6pi5,-5.9,19.01898263149658
4cjr,-7.9,0.4774322856020205
6g14,-9.4,0.030109612121622685
4g8m,-7.7,0.6901433917785629
4k7o,-4.8,144.32408259298433
1wdn,-6.6,5.2370998915105424
1xt8,-4.9,120.03973573657015
3k4d,-6.6,5.2370998915105424
6szp,-5.5,39.74132854185163
2aoe,-9.1,0.05232948799687809
2xii,-10.3,0.00573563078282912
5lud,-4.6,208.62500270683435
1yet,-10.4,0.004770538575984073
2q64,-10.9,0.001898884448024712
6hhr,-8.5,0.1580626048714023
5lz4,-8.5,0.1580626048714023
4rd6,-9.0,0.06291587782468923
5cc2,-8.4,0.19003907581389948
1jlr,-7.5,0.9976239889496118
3u8k,-7.3,1.4420968673812509
2py4,-11.0,0.0015793731942713909
5ia4,-11.9,0.00030085746286093027
5f61,-10.2,0.006895963621916808
5owl,-6.9,3.0133496888978124
5j0d,-8.6,0.13146657839569292
4jym,-6.7,4.355891793719977
1d2e,-9.1,0.05232948799687809
1ony,-7.2,1.73383676761635
1y6r,-9.6,0.02082944081630656
5cep,-9.3,0.03620086398907268
4cga,-10.2,0.006895963621916808
2rin,-3.5,1583.1347399076622
4rvr,-7.2,1.73383676761635
2wvt,-6.3,9.101902568663261
3p8p,-6.6,5.2370998915105424
2vot,-9.6,0.02082944081630656
2xjj,-11.0,0.0015793731942713909
1n0s,-10.6,0.0033001969779281387
6qr7,-10.4,0.004770538575984073
4j28,-7.6,0.8297611725390291
4xtz,-12.8,5.7310845395773126e-05
2ihq,-9.1,0.05232948799687809
3mam,-4.5,250.83037659878684
2qci,-10.2,0.006895963621916808
6pg8,-6.9,3.0133496888978124
2oxx,-7.0,2.5063156047025017
2p3i,-4.6,208.62500270683435
5efc,-6.7,4.355891793719977
3ip5,-4.8,144.32408259298433
5eyr,-11.1,0.0013136237380730529
3djv,-6.7,4.355891793719977
4b3b,-6.4,7.57039268438389
6qi7,-6.5,6.296578650829274
3b65,-9.9,0.011984951653390958
5j41,-6.6,5.2370998915105424
6f1n,-7.1,2.0845963989904144
1k6v,-11.5,0.0006286600870029457
5uf0,-6.6,5.2370998915105424
1k27,-8.8,0.09094688111405103
5wa9,-7.1,2.0845963989904144
1nwl,-6.3,9.101902568663261
1vyf,-5.9,19.01898263149658
4qdk,-9.8,0.014409538155705594
4f1l,-8.4,0.19003907581389948
6dpz,-7.6,0.8297611725390291
1oau,-7.2,1.73383676761635
6dyz,-8.9,0.07564392150535396
5n1z,-10.4,0.004770538575984073
3iob,-8.1,0.33028148939851953
5dfp,-11.2,0.0010925899790423489
1fcx,-15.3,5.726541899822418e-07
3zso,-8.3,0.22848446895825622
4mul,-10.5,0.0039678353029772165
6e6m,-8.7,0.1093456687565821
6pge,-5.8,22.866571667288486
5hrw,-8.6,0.13146657839569292
2oag,-10.8,0.002283033649063271
6jav,-9.9,0.011984951653390958
2gl0,-8.0,0.39709828301766137
5hcv,-14.6,2.0796433749108175e-06
1rd4,-9.4,0.030109612121622685
4qsv,-6.7,4.355891793719977
3r4n,-7.9,0.4774322856020205
6dys,-6.8,3.6229580706211117
4pzv,-10.9,0.001898884448024712
6czf,-9.0,0.06291587782468923
6qr2,-10.1,0.008291034774616974
3e92,-7.3,1.4420968673812509
4xoc,-6.8,3.6229580706211117
6jdi,-9.2,0.04352439175442664
2uy5,-5.8,22.866571667288486
5g2g,-9.6,0.02082944081630656
2ha3,-3.8,910.9122748865717
4l50,-8.0,0.39709828301766137
3d1y,-12.3,0.00014398116697790598
6qlt,-7.1,2.0845963989904144
3t3u,-10.7,0.0027448972201426568
4kao,-9.5,0.025043290192969626
6udi,-14.0,6.281617910375265e-06
1i5r,-13.6,1.3125825181478651e-05
3wgg,-10.1,0.008291034774616974
1kdk,-11.9,0.00030085746286093027
4b5d,-7.5,0.9976239889496118
4egk,-11.0,0.0015793731942713909
6k04,-8.9,0.07564392150535396
5fs5,-6.5,6.296578650829274
4lhm,-8.6,0.13146657839569292
3c84,-7.2,1.73383676761635
3ok9,-8.9,0.07564392150535396
4eoh,-6.1,13.15708656454693
3p3s,-7.5,0.9976239889496118
6j1l,-11.6,0.0005228800998152405
3ip6,-5.6,33.05434886731773
5ioz,-9.1,0.05232948799687809
2i0a,-9.4,0.030109612121622685
1zhy,-10.8,0.002283033649063271
3zm9,-9.0,0.06291587782468923
6py0,-8.3,0.22848446895825622
6i14,-11.9,0.00030085746286093027
3gvb,-7.9,0.4774322856020205
2c92,-9.5,0.025043290192969626
3sm2,-8.5,0.1580626048714023
1wvj,-9.6,0.02082944081630656
1br6,-8.7,0.1093456687565821
4qfl,-8.0,0.39709828301766137
5lyr,-6.7,4.355891793719977
3hkw,-11.0,0.0015793731942713909
5kqx,-12.0,0.0002502344008522155
5cy9,-8.4,0.19003907581389948
5ftg,-9.0,0.06291587782468923
3ap4,-5.2,69.06908553024337
6d17,-8.5,0.1580626048714023
5ya5,-9.2,0.04352439175442664
1gpn,-11.2,0.0010925899790423489
2v58,-9.0,0.06291587782468923
3hub,-11.7,0.00043489892938203305
4non,-7.3,1.4420968673812509
3n76,-11.1,0.0013136237380730529
3ueu,-6.6,5.2370998915105424
6i0z,-8.2,0.274707463881058
3wzn,-7.2,1.73383676761635
5f1h,-5.9,19.01898263149658
4xir,-12.1,0.00020812930739501562
1wm1,-7.3,1.4420968673812509
3o9a,-9.8,0.014409538155705594
3roc,-9.6,0.02082944081630656
6gj8,-8.2,0.274707463881058
3nyd,-6.4,7.57039268438389
5vja,-8.2,0.274707463881058
3d91,-10.6,0.0033001969779281387
6ibk,-4.5,250.83037659878684
3gjw,-9.5,0.025043290192969626
2qi4,-9.6,0.02082944081630656
3u8j,-7.0,2.5063156047025017
3myg,-8.1,0.33028148939851953
3jyr,-10.1,0.008291034774616974
6mkw,-4.5,250.83037659878684
6md6,-6.5,6.296578650829274
1n4k,-6.3,9.101902568663261
5hvt,-9.7,0.017324624734884792
5j6l,-10.3,0.00573563078282912
4b7p,-9.9,0.011984951653390958
2aj8,-9.1,0.05232948799687809
1nf8,-9.4,0.030109612121622685
5hcy,-9.5,0.025043290192969626
2xg9,-6.7,4.355891793719977
5ut6,-8.9,0.07564392150535396
5f2u,-8.4,0.19003907581389948
4fnn,-4.9,120.03973573657015
5h8e,-9.7,0.017324624734884792
6fo5,-9.0,0.06291587782468923
1a4r,-8.7,0.1093456687565821
3fqe,-10.3,0.00573563078282912
3bug,-5.2,69.06908553024337
5cqu,-7.5,0.9976239889496118
2evl,-8.1,0.33028148939851953
3fql,-8.5,0.1580626048714023
2qg2,-10.5,0.0039678353029772165
4o09,-12.8,5.7310845395773126e-05
1sw2,-5.0,99.84153646999208
6h8s,-7.7,0.6901433917785629
5qay,-6.5,6.296578650829274
3r4m,-7.4,1.19944588426849
1q84,-14.4,3.0061899367383125e-06
4ajl,-7.5,0.9976239889496118
4q19,-9.5,0.025043290192969626
4ipn,-6.8,3.6229580706211117
3ifl,-6.7,4.355891793719977
2vvn,-7.6,0.8297611725390291
5fh7,-8.3,0.22848446895825622
5ehr,-10.8,0.002283033649063271
3ckp,-9.0,0.06291587782468923
5ota,-7.4,1.19944588426849
3nsn,-7.4,1.19944588426849
1f5l,-8.1,0.33028148939851953
3gtc,-6.2,10.943240836149698
4r73,-9.0,0.06291587782468923
3sus,-7.4,1.19944588426849
4ahu,-7.3,1.4420968673812509
3c79,-7.9,0.4774322856020205
4rdn,-5.9,19.01898263149658
5i9y,-10.5,0.0039678353029772165
5mod,-6.1,13.15708656454693
3lzu,-9.5,0.025043290192969626
6fnj,-14.8,1.43867042928862e-06
5nk7,-11.0,0.0015793731942713909
2oiq,-12.8,5.7310845395773126e-05
4mmm,-5.7,27.492537847388252
3f8c,-12.6,8.284463036943888e-05
3bex,-6.5,6.296578650829274
2iuz,-8.1,0.33028148939851953
4dkp,-9.2,0.04352439175442664
5n93,-9.1,0.05232948799687809
2i4z,-9.2,0.04352439175442664
4bcs,-8.5,0.1580626048714023
4az6,-7.4,1.19944588426849
6b7a,-6.1,13.15708656454693
4djr,-8.7,0.1093456687565821
2brb,-8.4,0.19003907581389948
2wnj,-6.6,5.2370998915105424
4n7m,-8.3,0.22848446895825622
6fs1,-10.8,0.002283033649063271
1xk5,-8.8,0.09094688111405103
5a6k,-7.0,2.5063156047025017
5tef,-9.5,0.025043290192969626
4rpn,-7.4,1.19944588426849
3hl7,-10.1,0.008291034774616974
2i2c,-9.6,0.02082944081630656
2bys,-6.5,6.296578650829274
3gqz,-8.1,0.33028148939851953
4flp,-8.1,0.33028148939851953
3rlr,-8.6,0.13146657839569292
2fpz,-5.7,27.492537847388252
5oa2,-9.2,0.04352439175442664
1uz4,-6.5,6.296578650829274
6ghh,-6.6,5.2370998915105424
5eqe,-8.1,0.33028148939851953
4gii,-8.1,0.33028148939851953
4o3f,-8.2,0.274707463881058
5qtt,-12.9,4.766757295488581e-05
1gfy,-5.1,83.0419389339917
5f5z,-9.6,0.02082944081630656
3d6o,-6.7,4.355891793719977
3tza,-8.8,0.09094688111405103
3arp,-9.9,0.011984951653390958
3kjd,-9.1,0.05232948799687809
3ffg,-13.4,1.8973793318597035e-05
3v2q,-6.7,4.355891793719977
1n5r,-8.0,0.39709828301766137
1hi3,-7.2,1.73383676761635
4ty6,-9.2,0.04352439175442664
1owe,-8.4,0.19003907581389948
3prs,-9.8,0.014409538155705594
3p3t,-7.0,2.5063156047025017
6i8t,-10.4,0.004770538575984073
3vha,-10.9,0.001898884448024712
2xxt,-7.6,0.8297611725390291
3eax,-6.6,5.2370998915105424
6np3,-8.1,0.33028148939851953
5lwm,-8.8,0.09094688111405103
1pzi,-6.8,3.6229580706211117
5vcz,-9.1,0.05232948799687809
3wtl,-7.8,0.5740180632436322
1bq4,-7.2,1.73383676761635
4r0a,-8.2,0.274707463881058
6jb0,-9.2,0.04352439175442664
2f35,-7.8,0.5740180632436322
1izh,-10.4,0.004770538575984073
3i25,-12.2,0.0001731089268669813
3c2f,-7.0,2.5063156047025017
2y5h,-8.4,0.19003907581389948
3jzj,-10.6,0.0033001969779281387
6dy7,-6.4,7.57039268438389
3bfu,-7.0,2.5063156047025017
4nxu,-7.4,1.19944588426849
3r7o,-11.7,0.00043489892938203305
5kr0,-8.9,0.07564392150535396
3m8u,-9.4,0.030109612121622685
1kav,-7.8,0.5740180632436322
5am7,-9.0,0.06291587782468923
6mli,-4.6,208.62500270683435
3re4,-7.0,2.5063156047025017
4mnp,-8.0,0.39709828301766137
4nkt,-7.7,0.6901433917785629
3fv1,-9.9,0.011984951653390958
3a1d,-8.4,0.19003907581389948
5wyz,-13.2,2.7427215273659735e-05
3jrx,-13.1,3.297581136914559e-05
5d3n,-8.0,0.39709828301766137
1afl,-7.2,1.73383676761635
5m5d,-6.2,10.943240836149698
3cd0,-8.9,0.07564392150535396
4cwo,-10.6,0.0033001969779281387
5m25,-8.0,0.39709828301766137
5lne,-7.3,1.4420968673812509
3h30,-7.6,0.8297611725390291
3gcs,-12.0,0.0002502344008522155
3w9k,-6.9,3.0133496888978124
3suv,-7.3,1.4420968673812509
1kjr,-7.3,1.4420968673812509
1sqa,-9.7,0.017324624734884792
1m2p,-10.0,0.00996833240468876
3eb1,-7.4,1.19944588426849
1d4i,-12.8,5.7310845395773126e-05
2yfx,-8.9,0.07564392150535396
1e3v,-8.4,0.19003907581389948
4gih,-8.1,0.33028148939851953
3bgq,-10.8,0.002283033649063271
5fnr,-8.6,0.13146657839569292
5ko1,-7.9,0.4774322856020205
6gjj,-5.9,19.01898263149658
2xht,-8.1,0.33028148939851953
4ua8,-9.4,0.030109612121622685
3uo4,-10.8,0.002283033649063271
3sww,-7.0,2.5063156047025017
3jvr,-7.1,2.0845963989904144
2qi5,-9.5,0.025043290192969626
6dh2,-8.7,0.1093456687565821
3wtj,-6.8,3.6229580706211117
6t1j,-6.6,5.2370998915105424
3miy,-8.9,0.07564392150535396
4e9u,-7.0,2.5063156047025017
5y13,-7.5,0.9976239889496118
5ewk,-8.5,0.1580626048714023
6pg4,-4.7,173.5212151917531
2oxd,-6.8,3.6229580706211117
4jyc,-8.2,0.274707463881058
5dx4,-7.5,0.9976239889496118
2whp,-8.7,0.1093456687565821
2uy0,-11.7,0.00043489892938203305
2qtg,-7.9,0.4774322856020205
5ikb,-8.2,0.274707463881058
4a4v,-7.0,2.5063156047025017
2w5g,-7.5,0.9976239889496118
3d6p,-6.5,6.296578650829274
6gjn,-8.3,0.22848446895825622
4nra,-7.3,1.4420968673812509
4hym,-8.3,0.22848446895825622
4lj5,-8.3,0.22848446895825622
1c5y,-6.8,3.6229580706211117
5j64,-8.7,0.1093456687565821
5vcy,-8.6,0.13146657839569292
3p2e,-8.6,0.13146657839569292
3t3c,-9.1,0.05232948799687809
2r43,-10.9,0.001898884448024712
6dpx,-8.9,0.07564392150535396
2f6t,-9.1,0.05232948799687809
5yz2,-7.4,1.19944588426849
1pr5,-8.1,0.33028148939851953
6pgc,-6.3,9.101902568663261
1ocq,-7.6,0.8297611725390291
1phw,-6.1,13.15708656454693
1q5k,-7.8,0.5740180632436322
3zt2,-9.7,0.017324624734884792
6r4k,-8.6,0.13146657839569292
5sxm,-7.7,0.6901433917785629
2ymd,-7.4,1.19944588426849
3i60,-11.0,0.0015793731942713909
4bny,-10.7,0.0027448972201426568
5t8p,-8.0,0.39709828301766137
2xn3,-8.6,0.13146657839569292
2r0h,-7.4,1.19944588426849
5aut,-8.6,0.13146657839569292
2r3w,-11.6,0.0005228800998152405
6qr3,-10.2,0.006895963621916808
4ge1,-6.6,5.2370998915105424
6jay,-10.3,0.00573563078282912
3a6t,-9.1,0.05232948799687809
2zz1,-9.3,0.03620086398907268
4xu0,-12.8,5.7310845395773126e-05
2xab,-9.9,0.011984951653390958
5tmp,-11.5,0.0006286600870029457
1b3f,-9.1,0.05232948799687809
3ta0,-9.8,0.014409538155705594
2r38,-11.1,0.0013136237380730529
4xu3,-11.0,0.0015793731942713909
2fdp,-8.3,0.22848446895825622
1syi,-8.9,0.07564392150535396
1jyq,-8.6,0.13146657839569292
4c52,-9.2,0.04352439175442664
1ex8,-10.4,0.004770538575984073
3n3g,-8.0,0.39709828301766137
6fuh,-9.6,0.02082944081630656
4e0x,-7.9,0.4774322856020205
6nwk,-12.2,0.0001731089268669813
3c39,-5.6,33.05434886731773
4ucc,-6.6,5.2370998915105424
2r58,-4.3,362.58320203188254
5fcz,-6.3,9.101902568663261
6mnc,-9.2,0.04352439175442664
2wc3,-8.9,0.07564392150535396
6aqs,-8.0,0.39709828301766137
3npc,-14.0,6.281617910375265e-06
1bwb,-15.1,8.277896508238947e-07
4gj3,-9.5,0.025043290192969626
1jn4,-8.7,0.1093456687565821
4xit,-13.1,3.297581136914559e-05
1xws,-9.8,0.014409538155705594
3nuj,-9.3,0.03620086398907268
4hpi,-7.7,0.6901433917785629
3kgt,-7.7,0.6901433917785629
5kax,-8.7,0.1093456687565821
5mkr,-8.5,0.1580626048714023
1bm7,-8.5,0.1580626048714023
4kmz,-10.7,0.0027448972201426568
4ymb,-8.7,0.1093456687565821
5eng,-7.9,0.4774322856020205
4i7m,-6.8,3.6229580706211117
2ya7,-8.2,0.274707463881058
6ckw,-10.3,0.00573563078282912
1h23,-11.2,0.0010925899790423489
6n78,-9.5,0.025043290192969626
1od8,-7.7,0.6901433917785629
3lxk,-8.7,0.1093456687565821
1zoe,-7.4,1.19944588426849
1sdv,-11.8,0.00036172170033716864
4loh,-14.6,2.0796433749108175e-06
1usi,-7.8,0.5740180632436322
2qrk,-6.9,3.0133496888978124
4q1y,-9.7,0.017324624734884792
1gvw,-8.2,0.274707463881058
5vc3,-8.8,0.09094688111405103
6gji,-6.7,4.355891793719977
1uv6,-4.7,173.5212151917531
2pbw,-8.9,0.07564392150535396
6ftf,-9.7,0.017324624734884792
