PDBCode,vina_deltaG(kcal/mol),vina_kd(uM)
2qhy,-10.0,0.00996833240468876
2qhz,-10.0,0.00996833240468876
2qi0,-10.4,0.004770538575984073
2qi1,-10.3,0.00573563078282912
2qi3,-8.9,0.07564392150535396
2qi4,-9.6,0.02082944081630656
2qi5,-9.6,0.02082944081630656
2qi6,-9.9,0.011984951653390958
2qi7,-8.1,0.33028148939851953
3ekp,-8.7,0.1093456687565821
3ekt,-9.4,0.030109612121622685
3ekv,-9.3,0.03620086398907268
3ekw,-11.1,0.0013136237380730529
3ekx,-11.1,0.0013136237380730529
3el1,-10.1,0.008291034774616974
3el4,-11.9,0.00030085746286093027
3el5,-10.8,0.002283033649063271
3el9,-10.6,0.0033001969779281387
3gi4,-9.7,0.017324624734884792
3gi5,-9.9,0.011984951653390958
3gi6,-9.8,0.014409538155705594
3i7e,-9.5,0.025043290192969626
3mxd,-9.8,0.014409538155705594
3mxe,-10.1,0.008291034774616974
3o9i,-10.1,0.008291034774616974
1bdq,-9.5,0.025043290192969626
1g2k,-11.9,0.00030085746286093027
2aoc,-8.5,0.1580626048714023
2aod,-9.2,0.04352439175442664
2aoe,-8.9,0.07564392150535396
2aog,-9.1,0.05232948799687809
2avm,-9.3,0.03620086398907268
2avq,-9.0,0.06291587782468923
2avs,-11.8,0.00036172170033716864
2bpv,-10.3,0.00573563078282912
2bpy,-11.3,0.0009087479372555044
2f80,-9.9,0.011984951653390958
2f81,-10.1,0.008291034774616974
2f8g,-9.6,0.02082944081630656
2r38,-11.2,0.0010925899790423489
2r3t,-11.8,0.00036172170033716864
2r3w,-11.6,0.0005228800998152405
3bgb,-8.2,0.274707463881058
3bgc,-9.7,0.017324624734884792
3cyw,-9.7,0.017324624734884792
3cyx,-12.3,0.00014398116697790598
3d1x,-12.2,0.0001731089268669813
3d1y,-12.3,0.00014398116697790598
3d1z,-9.6,0.02082944081630656
1bhf,-6.5,6.296578650829274
1bhx,-8.8,0.09094688111405103
3bv9,-9.1,0.05232948799687809
3da9,-8.7,0.1093456687565821
1bm7,-8.5,0.1580626048714023
1e4h,-6.0,15.818798969966572
2b9a,-7.7,0.6901433917785629
2f7i,-6.6,5.2370998915105424
2g5u,-7.7,0.6901433917785629
3cfn,-8.5,0.1580626048714023
3cft,-7.3,1.4420968673812509
3kgt,-7.7,0.6901433917785629
3kgu,-7.7,0.6901433917785629
3nee,-8.0,0.39709828301766137
3neo,-8.9,0.07564392150535396
3nes,-7.8,0.5740180632436322
3nex,-8.5,0.1580626048714023
3p3r,-7.7,0.6901433917785629
3p3s,-7.5,0.9976239889496118
3p3t,-7.0,2.5063156047025017
4d7b,-7.3,1.4420968673812509
4der,-8.1,0.33028148939851953
4des,-8.1,0.33028148939851953
4det,-7.3,1.4420968673812509
4deu,-8.4,0.19003907581389948
4dew,-6.7,4.355891793719977
5ayt,-8.0,0.39709828301766137
5l4j,-6.9,3.0133496888978124
5u49,-7.6,0.8297611725390291
5u4b,-8.2,0.274707463881058
5u4d,-8.3,0.22848446895825622
1bp0,-7.6,0.8297611725390291
1jmf,-7.9,0.4774322856020205
1jmg,-7.1,2.0845963989904144
1bq4,-7.2,1.73383676761635
1br6,-8.7,0.1093456687565821
1bxo,-12.1,0.00020812930739501562
1bxq,-8.8,0.09094688111405103
2web,-10.2,0.006895963621916808
2wec,-9.4,0.030109612121622685
2wed,-11.0,0.0015793731942713909
1bzc,-9.1,0.05232948799687809
1bzj,-9.0,0.06291587782468923
1c83,-7.8,0.5740180632436322
1c84,-8.7,0.1093456687565821
1c86,-5.7,27.492537847388252
1c87,-7.5,0.9976239889496118
1c88,-7.1,2.0845963989904144
1ecv,-6.4,7.57039268438389
1g7f,-7.0,2.5063156047025017
1g7g,-8.4,0.19003907581389948
1gfy,-7.0,2.5063156047025017
1kav,-8.2,0.274707463881058
1l8g,-9.3,0.03620086398907268
1nl9,-8.1,0.33028148939851953
1nny,-7.5,0.9976239889496118
1no6,-8.3,0.22848446895825622
1nwl,-6.7,4.355891793719977
1nz7,-8.1,0.33028148939851953
1ony,-7.1,2.0845963989904144
1onz,-8.4,0.19003907581389948
1pyn,-7.5,0.9976239889496118
1qxk,-9.0,0.06291587782468923
1xbo,-10.1,0.008291034774616974
2azr,-6.8,3.6229580706211117
2b07,-8.8,0.09094688111405103
2f6t,-9.1,0.05232948799687809
2h4g,-7.4,1.19944588426849
2h4k,-7.7,0.6901433917785629
2hb1,-6.1,13.15708656454693
2nt7,-9.8,0.014409538155705594
2nta,-9.1,0.05232948799687809
2qbp,-9.0,0.06291587782468923
2qbq,-8.2,0.274707463881058
2qbr,-7.9,0.4774322856020205
2qbs,-8.6,0.13146657839569292
2zmm,-8.2,0.274707463881058
2zn7,-7.9,0.4774322856020205
3eax,-7.1,2.0845963989904144
3eb1,-7.4,1.19944588426849
4i8n,-9.9,0.011984951653390958
5k9w,-7.8,0.5740180632436322
5ka1,-7.4,1.19944588426849
5ka7,-5.8,22.866571667288486
5ka9,-6.9,3.0133496888978124
5kab,-6.7,4.355891793719977
5kad,-5.8,22.866571667288486
5t19,-10.0,0.00996833240468876
1c5x,-6.8,3.6229580706211117
1c5y,-6.8,3.6229580706211117
1ejn,-8.4,0.19003907581389948
1f5k,-5.8,22.866571667288486
1f5l,-8.1,0.33028148939851953
1gi7,-8.8,0.09094688111405103
1gjc,-9.1,0.05232948799687809
1o5a,-9.4,0.030109612121622685
1o5c,-9.7,0.017324624734884792
1owe,-8.4,0.19003907581389948
1owh,-8.7,0.1093456687565821
1sqa,-9.7,0.017324624734884792
1sqo,-8.6,0.13146657839569292
1sqt,-8.3,0.22848446895825622
1w0z,-7.2,1.73383676761635
1w11,-7.9,0.4774322856020205
1w13,-8.0,0.39709828301766137
2r2w,-7.7,0.6901433917785629
2vnt,-9.5,0.025043290192969626
3kgp,-5.8,22.866571667288486
3mhw,-5.4,47.781101379763854
4h42,-6.8,3.6229580706211117
5za7,-9.1,0.05232948799687809
5za8,-9.7,0.017324624734884792
5za9,-10.1,0.008291034774616974
5zae,-10.0,0.00996833240468876
5zaf,-9.4,0.030109612121622685
5zag,-9.9,0.011984951653390958
5zaj,-9.4,0.030109612121622685
5zc5,-10.6,0.0033001969779281387
6nmb,-5.9,19.01898263149658
1c70,-11.9,0.00030085746286093027
1cet,-6.3,9.101902568663261
1d2e,-9.1,0.05232948799687809
1d7i,-2.9,4781.900424233914
1d7j,-3.6,1316.7523562220613
1j4r,-8.2,0.274707463881058
1df8,-8.1,0.33028148939851953
1swg,-7.0,2.5063156047025017
1swr,-8.1,0.33028148939851953
2izl,-8.1,0.33028148939851953
3rdo,-7.1,2.0845963989904144
3rdq,-7.0,2.5063156047025017
3wzn,-7.2,1.73383676761635
3x00,-6.9,3.0133496888978124
4y59,-11.1,0.0013136237380730529
4y5d,-11.1,0.0013136237380730529
5b5f,-10.3,0.00573563078282912
5b5g,-8.9,0.07564392150535396
5n99,-10.4,0.004770538575984073
1duv,-8.8,0.09094688111405103
1dzk,-6.0,15.818798969966572
1e2k,-8.9,0.07564392150535396
1e2l,-9.2,0.04352439175442664
1e3g,-11.8,0.00036172170033716864
1xow,-11.9,0.00030085746286093027
1z95,-10.3,0.00573563078282912
2ax9,-8.7,0.1093456687565821
3b5r,-11.0,0.0015793731942713909
3b65,-10.0,0.00996833240468876
3b66,-10.8,0.002283033649063271
3b67,-11.1,0.0013136237380730529
3b68,-11.6,0.0005228800998152405
5cj6,-8.8,0.09094688111405103
1e3v,-8.4,0.19003907581389948
1ogx,-8.7,0.1093456687565821
5g2g,-9.6,0.02082944081630656
1ocq,-7.6,0.8297611725390291
1w3k,-7.5,0.9976239889496118
1w3l,-8.1,0.33028148939851953
8a3h,-7.3,1.4420968673812509
1e66,-12.4,0.00011975451999797436
1gpk,-10.5,0.0039678353029772165
1gpn,-11.2,0.0010925899790423489
1h22,-11.0,0.0015793731942713909
1h23,-11.3,0.0009087479372555044
3zv7,-7.8,0.5740180632436322
5bwc,-9.0,0.06291587782468923
5nap,-11.0,0.0015793731942713909
5nau,-12.1,0.00020812930739501562
6euc,-8.2,0.274707463881058
1efy,-8.8,0.09094688111405103
6i8t,-10.4,0.004770538575984073
6i8m,-10.7,0.0027448972201426568
1egh,-6.1,13.15708656454693
1ik4,-6.7,4.355891793719977
1s89,-6.4,7.57039268438389
1ex8,-10.9,0.001898884448024712
4f7v,-12.1,0.00020812930739501562
1ez9,-6.8,3.6229580706211117
1z6e,-11.2,0.0010925899790423489
2bok,-9.4,0.030109612121622685
2j2u,-9.5,0.025043290192969626
2p95,-10.2,0.006895963621916808
2ra0,-11.6,0.0005228800998152405
2uwl,-7.8,0.5740180632436322
2uwo,-8.4,0.19003907581389948
2vh6,-11.0,0.0015793731942713909
2vwm,-10.4,0.004770538575984073
2wyg,-9.3,0.03620086398907268
2wyj,-8.9,0.07564392150535396
2y5f,-9.8,0.014409538155705594
2y5g,-9.1,0.05232948799687809
2y5h,-8.5,0.1580626048714023
3ffg,-13.4,1.8973793318597035e-05
3m36,-12.3,0.00014398116697790598
1f4e,-7.4,1.19944588426849
1f4f,-8.4,0.19003907581389948
1f4g,-8.8,0.09094688111405103
1f73,-6.7,4.355891793719977
1f74,-5.7,27.492537847388252
1fao,-5.7,27.492537847388252
1fch,-8.5,0.1580626048714023
1fcx,-15.3,5.726541899822418e-07
1fcy,-15.7,2.740547559112525e-07
1fcz,-14.5,2.5003605711299675e-06
1fd0,-15.7,2.740547559112525e-07
1fh7,-7.2,1.73383676761635
1fh8,-7.0,2.5063156047025017
1fh9,-7.4,1.19944588426849
1fhd,-7.8,0.5740180632436322
1j01,-7.6,0.8297611725390291
1fkn,-9.3,0.03620086398907268
1m4h,-9.0,0.06291587782468923
2fdp,-11.0,0.0015793731942713909
2g94,-9.5,0.025043290192969626
2p4j,-10.9,0.001898884448024712
2qmg,-12.5,9.960431187605146e-05
2vkm,-12.0,0.0002502344008522155
3bra,-4.9,120.03973573657015
3buf,-4.7,173.5212151917531
3bug,-5.1,83.0419389339917
3buh,-6.2,10.943240836149698
3ckp,-9.0,0.06291587782468923
3i25,-12.3,0.00014398116697790598
3kmx,-6.6,5.2370998915105424
3kmy,-7.0,2.5063156047025017
3l59,-7.1,2.0845963989904144
3lpi,-11.9,0.00030085746286093027
3lpk,-12.8,5.7310845395773126e-05
3rsx,-7.8,0.5740180632436322
3ru1,-8.0,0.39709828301766137
4dju,-9.0,0.06291587782468923
4djv,-10.3,0.00573563078282912
4djw,-9.7,0.017324624734884792
4djx,-8.9,0.07564392150535396
4djy,-9.6,0.02082944081630656
4fs4,-9.5,0.025043290192969626
4fsl,-10.1,0.008291034774616974
4gid,-12.2,0.0001731089268669813
4h3f,-11.6,0.0005228800998152405
4h3g,-10.6,0.0033001969779281387
4h3j,-11.0,0.0015793731942713909
4ha5,-7.8,0.5740180632436322
5dqc,-11.8,0.00036172170033716864
5htz,-9.4,0.030109612121622685
5i3v,-9.1,0.05232948799687809
5i3w,-13.3,2.2812240440322472e-05
5i3x,-10.7,0.0027448972201426568
5i3y,-11.0,0.0015793731942713909
5ie1,-8.7,0.1093456687565821
5v0n,-13.9,7.5524053477100295e-06
6ej2,-11.9,0.00030085746286093027
6ej3,-11.7,0.00043489892938203305
6nv9,-11.7,0.00043489892938203305
6nv7,-12.2,0.0001731089268669813
6nw3,-11.8,0.00036172170033716864
1fq5,-14.4,3.0061899367383125e-06
1p1n,-7.9,0.4774322856020205
1p1o,-7.8,0.5740180632436322
1syh,-6.7,4.355891793719977
1syi,-8.9,0.07564392150535396
1wvj,-9.6,0.02082944081630656
1xhy,-7.9,0.4774322856020205
2al5,-8.6,0.13146657839569292
2p2a,-10.4,0.004770538575984073
3bfu,-7.0,2.5063156047025017
3pd9,-8.0,0.39709828301766137
3tza,-8.5,0.1580626048714023
4g8m,-7.7,0.6901433917785629
4isu,-6.6,5.2370998915105424
5cbr,-9.5,0.025043290192969626
5cbs,-7.9,0.4774322856020205
5fhn,-12.4,0.00011975451999797436
5fho,-11.1,0.0013136237380730529
5nih,-8.3,0.22848446895825622
1fv0,-8.4,0.19003907581389948
1jq8,-8.0,0.39709828301766137
1kpm,-9.3,0.03620086398907268
1q7a,-7.4,1.19944588426849
1sv3,-5.8,22.866571667288486
2arm,-7.0,2.5063156047025017
3h1x,-7.3,1.4420968673812509
4qem,-6.4,7.57039268438389
4qer,-6.9,3.0133496888978124
4qf7,-7.0,2.5063156047025017
4qf8,-4.5,250.83037659878684
4qgd,-6.1,13.15708656454693
1fzq,-8.7,0.1093456687565821
1g2o,-9.2,0.04352439175442664
1n3i,-8.9,0.07564392150535396
1g74,-5.9,19.01898263149658
2ans,-8.4,0.19003907581389948
2qm9,-9.3,0.03620086398907268
3hk1,-7.6,0.8297611725390291
1g7v,-6.6,5.2370998915105424
1phw,-6.1,13.15708656454693
1g85,-6.0,15.818798969966572
1g98,-7.2,1.73383676761635
1koj,-7.2,1.73383676761635
1gvw,-8.3,0.22848446895825622
1gvx,-9.1,0.05232948799687809
2v00,-7.9,0.4774322856020205
3prs,-8.8,0.09094688111405103
3pww,-11.3,0.0009087479372555044
3uri,-8.3,0.22848446895825622
3wz6,-9.1,0.05232948799687809
3wz7,-10.0,0.00996833240468876
3wz8,-9.7,0.017324624734884792
4y3j,-5.2,69.06908553024337
4y3y,-4.4,301.57400603177166
4y4j,-6.0,15.818798969966572
5hct,-8.9,0.07564392150535396
1gx8,-7.9,0.4774322856020205
2gj5,-8.9,0.07564392150535396
3nq3,-6.1,13.15708656454693
3nq9,-4.9,120.03973573657015
3ueu,-6.6,5.2370998915105424
3uev,-6.5,6.296578650829274
3uew,-6.5,6.296578650829274
3uex,-7.2,1.73383676761635
4gny,-6.3,9.101902568663261
6ge7,-6.6,5.2370998915105424
6gf9,-6.4,7.57039268438389
6gfs,-6.5,6.296578650829274
6ghh,-6.6,5.2370998915105424
6qi7,-6.7,4.355891793719977
1gyx,-5.9,19.01898263149658
1gyy,-5.8,22.866571667288486
1h0a,-6.2,10.943240836149698
1h46,-8.4,0.19003907581389948
1h6h,-6.2,10.943240836149698
1hi3,-7.2,1.73383676761635
1hi4,-7.1,2.0845963989904144
1hi5,-7.5,0.9976239889496118
5e13,-8.4,0.19003907581389948
1hk4,-7.5,0.9976239889496118
6ezq,-8.1,0.33028148939851953
1hp5,-6.7,4.355891793719977
1jak,-7.6,0.8297611725390291
5fcz,-6.4,7.57039268438389
6s5k,-12.4,0.00011975451999797436
6s4t,-14.8,1.43867042928862e-06
6s4n,-12.9,4.766757295488581e-05
4rak,-12.5,9.960431187605146e-05
5jy3,-12.9,4.766757295488581e-05
1hxw,-10.1,0.008291034774616974
2wkz,-12.3,0.00014398116697790598
2wl0,-9.3,0.03620086398907268
2xye,-10.2,0.006895963621916808
2xyf,-10.0,0.00996833240468876
4ej8,-4.9,120.03973573657015
4ejl,-5.3,57.44734091259698
3b3x,-6.1,13.15708656454693
1i37,-10.6,0.0033001969779281387
2ihq,-9.1,0.05232948799687809
3g0w,-10.4,0.004770538575984073
1i5r,-13.6,1.3125825181478651e-05
3hb4,-13.3,2.2812240440322472e-05
6mnc,-9.2,0.04352439175442664
1ie9,-12.6,8.284463036943888e-05
1s19,-12.7,6.890497661978354e-05
1ii5,-5.6,33.05434886731773
1iih,-5.8,22.866571667288486
1kv5,-5.3,57.44734091259698
2j27,-5.7,27.492537847388252
2v2c,-5.4,47.781101379763854
2v2h,-5.5,39.74132854185163
1ikt,-7.4,1.19944588426849
1izh,-10.1,0.008291034774616974
1jgl,-12.1,0.00020812930739501562
1jlr,-7.9,0.4774322856020205
1upf,-4.9,120.03973573657015
6s57,-9.8,0.014409538155705594
6s56,-8.6,0.13146657839569292
4qsu,-5.5,39.74132854185163
4qsv,-6.7,4.355891793719977
4tt2,-6.8,3.6229580706211117
4tte,-6.1,13.15708656454693
4tu4,-8.0,0.39709828301766137
4tz2,-7.9,0.4774322856020205
5a5q,-7.2,1.73383676761635
5a81,-7.8,0.5740180632436322
1jqy,-6.6,5.2370998915105424
1pzi,-6.7,4.355891793719977
1jyq,-8.3,0.22848446895825622
3ov1,-6.9,3.0133496888978124
3ove,-7.8,0.5740180632436322
3s8l,-7.3,1.4420968673812509
3s8n,-7.6,0.8297611725390291
3s8o,-7.6,0.8297611725390291
1jys,-4.9,120.03973573657015
1nc1,-8.5,0.1580626048714023
1nc3,-9.3,0.03620086398907268
1y6q,-8.9,0.07564392150535396
1y6r,-9.6,0.02082944081630656
4yml,-9.0,0.06291587782468923
1k27,-8.8,0.09094688111405103
6dz3,-8.4,0.19003907581389948
6dz2,-9.1,0.05232948799687809
6dz0,-9.1,0.05232948799687809
6dyz,-8.9,0.07564392150535396
1k6c,-11.0,0.0015793731942713909
1k6p,-11.3,0.0009087479372555044
1k6t,-11.2,0.0010925899790423489
1k6v,-11.5,0.0006286600870029457
1t7j,-8.8,0.09094688111405103
4a6b,-10.8,0.002283033649063271
4a6c,-10.8,0.002283033649063271
1kdk,-11.9,0.00030085746286093027
1kjr,-7.3,1.4420968673812509
3t1m,-7.6,0.8297611725390291
5e89,-7.6,0.8297611725390291
5h9r,-6.8,3.6229580706211117
6eog,-7.4,1.19944588426849
6eol,-8.1,0.33028148939851953
6qlu,-7.0,2.5063156047025017
6qlt,-7.1,2.0845963989904144
6qls,-6.9,3.0133496888978124
6qlr,-7.0,2.5063156047025017
6qlq,-6.8,3.6229580706211117
6qlp,-7.1,2.0845963989904144
6qlo,-7.3,1.4420968673812509
6qln,-6.9,3.0133496888978124
6qge,-8.3,0.22848446895825622
6qgf,-8.0,0.39709828301766137
1km3,-7.1,2.0845963989904144
1loq,-7.9,0.4774322856020205
1x1z,-9.1,0.05232948799687809
2zz1,-9.3,0.03620086398907268
2zz2,-9.2,0.04352439175442664
3g1d,-9.3,0.03620086398907268
3g1v,-8.9,0.07564392150535396
3w07,-8.7,0.1093456687565821
3wjw,-9.7,0.017324624734884792
1kv1,-9.5,0.025043290192969626
1yqj,-13.0,3.964690270607901e-05
2baj,-12.1,0.00020812930739501562
2bak,-11.8,0.00036172170033716864
2bal,-9.3,0.03620086398907268
2yix,-11.5,0.0006286600870029457
2zb1,-11.1,0.0013136237380730529
3d7z,-11.6,0.0005228800998152405
3d83,-12.5,9.960431187605146e-05
3e92,-12.7,6.890497661978354e-05
3e93,-14.2,4.3455421466838024e-06
3gcp,-11.4,0.0007558396372900754
3gcs,-12.1,0.00020812930739501562
3gcu,-14.4,3.0061899367383125e-06
3hl7,-10.1,0.008291034774616974
3hll,-10.3,0.00573563078282912
3hub,-11.7,0.00043489892938203305
3huc,-11.2,0.0010925899790423489
3iph,-10.7,0.0027448972201426568
3iw5,-11.3,0.0009087479372555044
3iw6,-9.0,0.06291587782468923
3o8p,-9.7,0.017324624734884792
3roc,-9.6,0.02082944081630656
4f9y,-10.7,0.0027448972201426568
5tbe,-11.5,0.0006286600870029457
1kyv,-8.9,0.07564392150535396
1kzn,-9.1,0.05232948799687809
4duh,-8.5,0.1580626048714023
4zvi,-8.0,0.39709828301766137
1lbf,-8.4,0.19003907581389948
1lee,-10.1,0.008291034774616974
1lf2,-9.8,0.014409538155705594
1lgw,-6.2,10.943240836149698
1li2,-5.8,22.866571667288486
1li3,-5.8,22.866571667288486
1li6,-4.4,301.57400603177166
4i7j,-5.7,27.492537847388252
4i7k,-6.5,6.296578650829274
4i7l,-6.1,13.15708656454693
4i7m,-6.8,3.6229580706211117
4i7p,-4.0,630.1573478248598
4w52,-5.4,47.781101379763854
1lke,-12.6,8.284463036943888e-05
1lnm,-12.9,4.766757295488581e-05
1n0s,-10.5,0.0039678353029772165
1lyx,-5.3,57.44734091259698
1m0n,-9.3,0.03620086398907268
1m0o,-9.2,0.04352439175442664
1m0q,-9.1,0.05232948799687809
1zc9,-6.2,10.943240836149698
1m2p,-10.0,0.00996833240468876
1m2q,-9.6,0.02082944081630656
1m2r,-9.5,0.025043290192969626
1om1,-10.8,0.002283033649063271
1zoe,-7.4,1.19944588426849
1zog,-7.5,0.9976239889496118
1zoh,-7.7,0.6901433917785629
2oxd,-6.8,3.6229580706211117
