PDBCode,vina_deltaG(kcal/mol),vina_kd(uM)
2w5g,-7.5,0.9976239889496118
2xog,-8.2,0.274707463881058
3d6o,-6.7,4.355891793719977
3d6p,-6.4,7.57039268438389
3d8z,-7.0,2.5063156047025017
4g8v,-6.8,3.6229580706211117
4g8y,-7.0,2.5063156047025017
4g90,-7.1,2.0845963989904144
4rsk,-6.2,10.943240836149698
6pvw,-8.5,0.1580626048714023
6pvv,-6.9,3.0133496888978124
1alw,-5.9,19.01898263149658
1amw,-7.4,1.19944588426849
1bgq,-8.1,0.33028148939851953
2cgf,-9.0,0.06291587782468923
2fxs,-6.9,3.0133496888978124
2iwx,-9.0,0.06291587782468923
2vw5,-10.3,0.00573563078282912
2vwc,-6.5,6.296578650829274
2weq,-9.2,0.04352439175442664
2wer,-9.0,0.06291587782468923
2yge,-9.8,0.014409538155705594
2ygf,-9.5,0.025043290192969626
1ax0,-5.9,19.01898263149658
3n35,-5.7,27.492537847388252
1b05,-7.8,0.5740180632436322
1b0h,-10.1,0.008291034774616974
1b1h,-9.4,0.030109612121622685
1b2h,-8.3,0.22848446895825622
1b32,-8.5,0.1580626048714023
1b3f,-9.1,0.05232948799687809
1b3g,-8.6,0.13146657839569292
1b3h,-9.5,0.025043290192969626
1b3l,-7.8,0.5740180632436322
1b40,-9.6,0.02082944081630656
1b46,-8.5,0.1580626048714023
1b4h,-8.3,0.22848446895825622
1b4z,-8.7,0.1093456687565821
1b51,-7.9,0.4774322856020205
1b52,-8.4,0.19003907581389948
1b58,-9.7,0.017324624734884792
1b5h,-8.1,0.33028148939851953
1b5i,-8.5,0.1580626048714023
1b5j,-8.8,0.09094688111405103
1b6h,-8.5,0.1580626048714023
1b7h,-8.6,0.13146657839569292
1b9j,-8.7,0.1093456687565821
1qka,-9.6,0.02082944081630656
1qkb,-8.7,0.1093456687565821
1b38,-9.1,0.05232948799687809
1e1v,-8.1,0.33028148939851953
1e1x,-8.0,0.39709828301766137
1jsv,-7.3,1.4420968673812509
1pxn,-9.5,0.025043290192969626
1pxo,-9.2,0.04352439175442664
1pxp,-9.1,0.05232948799687809
2exm,-6.3,9.101902568663261
2fvd,-10.0,0.00996833240468876
2xmy,-8.8,0.09094688111405103
2xnb,-10.9,0.001898884448024712
5jq5,-10.2,0.006895963621916808
6guh,-10.2,0.006895963621916808
6guk,-9.5,0.025043290192969626
6q4g,-7.9,0.4774322856020205
6q4e,-5.5,39.74132854185163
1b55,-7.3,1.4420968673812509
6nfh,-9.8,0.014409538155705594
1b57,-6.7,4.355891793719977
1b6j,-11.6,0.0005228800998152405
1b6k,-11.6,0.0005228800998152405
1b6l,-12.1,0.00020812930739501562
1d4k,-12.4,0.00011975451999797436
1d4l,-11.2,0.0010925899790423489
1kzk,-12.3,0.00014398116697790598
1z1h,-11.0,0.0015793731942713909
2fgu,-12.2,0.0001731089268669813
2fgv,-12.1,0.00020812930739501562
2qhy,-9.9,0.011984951653390958
2qhz,-10.0,0.00996833240468876
2qi0,-10.0,0.00996833240468876
2qi1,-10.3,0.00573563078282912
2qi3,-8.9,0.07564392150535396
2qi4,-9.7,0.017324624734884792
2qi5,-9.6,0.02082944081630656
2qi6,-9.9,0.011984951653390958
2qi7,-8.1,0.33028148939851953
3ekp,-8.7,0.1093456687565821
3ekt,-9.4,0.030109612121622685
3ekv,-9.5,0.025043290192969626
3ekw,-11.1,0.0013136237380730529
3ekx,-11.1,0.0013136237380730529
3el1,-10.1,0.008291034774616974
3el4,-11.8,0.00036172170033716864
3el5,-10.8,0.002283033649063271
3el9,-10.6,0.0033001969779281387
3gi4,-9.5,0.025043290192969626
3gi5,-9.5,0.025043290192969626
3gi6,-9.7,0.017324624734884792
3i7e,-9.5,0.025043290192969626
3mxd,-9.6,0.02082944081630656
3mxe,-10.1,0.008291034774616974
3o9i,-10.2,0.006895963621916808
1b8y,-11.5,0.0006286600870029457
1ciz,-12.6,8.284463036943888e-05
1hfs,-13.1,3.297581136914559e-05
1usn,-7.4,1.19944588426849
2d1o,-8.4,0.19003907581389948
2usn,-7.4,1.19944588426849
1bdq,-9.5,0.025043290192969626
1g2k,-11.6,0.0005228800998152405
2aoc,-9.2,0.04352439175442664
2aod,-9.2,0.04352439175442664
2aoe,-9.0,0.06291587782468923
2aog,-9.2,0.04352439175442664
2avm,-9.2,0.04352439175442664
2avq,-9.1,0.05232948799687809
2avs,-11.8,0.00036172170033716864
2bpv,-10.4,0.004770538575984073
2bpy,-11.3,0.0009087479372555044
2f80,-9.9,0.011984951653390958
2f81,-10.4,0.004770538575984073
2f8g,-9.6,0.02082944081630656
2r38,-12.1,0.00020812930739501562
2r3t,-11.6,0.0005228800998152405
2r3w,-11.6,0.0005228800998152405
3bgb,-8.1,0.33028148939851953
3bgc,-9.7,0.017324624734884792
3cyw,-9.7,0.017324624734884792
3cyx,-12.3,0.00014398116697790598
3d1x,-12.2,0.0001731089268669813
3d1y,-12.2,0.0001731089268669813
3d1z,-9.6,0.02082944081630656
1bhf,-6.4,7.57039268438389
1bhx,-8.7,0.1093456687565821
3bv9,-8.9,0.07564392150535396
3da9,-8.8,0.09094688111405103
3po1,-8.0,0.39709828301766137
4hfp,-9.4,0.030109612121622685
1bju,-8.6,0.13146657839569292
1bjv,-9.2,0.04352439175442664
1c1r,-8.6,0.13146657839569292
1c5p,-6.0,15.818798969966572
1c5q,-6.8,3.6229580706211117
1c5s,-6.5,6.296578650829274
1c5t,-6.7,4.355891793719977
1eb2,-9.2,0.04352439175442664
1f0t,-8.5,0.1580626048714023
1f0u,-8.9,0.07564392150535396
1g36,-9.9,0.011984951653390958
1g3d,-6.7,4.355891793719977
1g3e,-7.4,1.19944588426849
1ghz,-8.3,0.22848446895825622
1gi1,-8.3,0.22848446895825622
1gi4,-8.5,0.1580626048714023
1gj6,-9.7,0.017324624734884792
1k1i,-9.4,0.030109612121622685
1k1j,-8.8,0.09094688111405103
1k1l,-9.2,0.04352439175442664
1k1m,-9.7,0.017324624734884792
1k1n,-8.3,0.22848446895825622
1k1o,-7.9,0.4774322856020205
1o2h,-9.1,0.05232948799687809
1o2j,-8.1,0.33028148939851953
1o2n,-9.5,0.025043290192969626
1o2o,-8.5,0.1580626048714023
1o2q,-9.2,0.04352439175442664
1o2r,-9.8,0.014409538155705594
1o2w,-8.5,0.1580626048714023
1o2z,-8.3,0.22848446895825622
1o30,-8.5,0.1580626048714023
1o33,-8.3,0.22848446895825622
1o35,-8.2,0.274707463881058
1o36,-8.6,0.13146657839569292
1o38,-8.7,0.1093456687565821
1o3d,-9.4,0.030109612121622685
1o3f,-9.1,0.05232948799687809
1o3i,-8.9,0.07564392150535396
1o3j,-8.7,0.1093456687565821
1o3l,-8.4,0.19003907581389948
1oyq,-8.4,0.19003907581389948
1qb1,-9.3,0.03620086398907268
1qb6,-9.2,0.04352439175442664
1qb9,-10.0,0.00996833240468876
1qbn,-8.9,0.07564392150535396
1qbo,-10.4,0.004770538575984073
1ql7,-9.2,0.04352439175442664
1tx7,-6.9,3.0133496888978124
1utn,-4.8,144.32408259298433
1uto,-4.6,208.62500270683435
1v2j,-5.7,27.492537847388252
1v2k,-10.8,0.002283033649063271
1v2l,-5.8,22.866571667288486
1v2n,-10.3,0.00573563078282912
1v2o,-8.0,0.39709828301766137
1v2r,-7.6,0.8297611725390291
1v2s,-5.8,22.866571667288486
1v2t,-8.4,0.19003907581389948
1v2u,-5.8,22.866571667288486
1v2w,-8.0,0.39709828301766137
1xug,-9.7,0.017324624734884792
1y3v,-10.7,0.0027448972201426568
1y3x,-9.9,0.011984951653390958
1yp9,-10.5,0.0039678353029772165
2bza,-4.9,120.03973573657015
2fx6,-6.5,6.296578650829274
2zdk,-9.0,0.06291587782468923
2zdl,-8.7,0.1093456687565821
2zdm,-8.9,0.07564392150535396
2zdn,-9.0,0.06291587782468923
2zfs,-9.2,0.04352439175442664
2zft,-9.0,0.06291587782468923
2zq2,-9.7,0.017324624734884792
3aas,-6.6,5.2370998915105424
3aau,-9.1,0.05232948799687809
3gy2,-8.3,0.22848446895825622
3gy3,-8.4,0.19003907581389948
3gy4,-6.5,6.296578650829274
3gy7,-5.7,27.492537847388252
3ljo,-9.0,0.06291587782468923
3m35,-9.5,0.025043290192969626
3nkk,-6.8,3.6229580706211117
4ab9,-5.7,27.492537847388252
4aba,-5.3,57.44734091259698
4abb,-5.4,47.781101379763854
4abd,-5.8,22.866571667288486
4abe,-5.9,19.01898263149658
4abf,-5.7,27.492537847388252
4abg,-5.9,19.01898263149658
4abh,-5.9,19.01898263149658
5mn1,-5.0,99.84153646999208
5mnn,-6.1,13.15708656454693
1bm7,-8.5,0.1580626048714023
1e4h,-6.0,15.818798969966572
2b9a,-7.6,0.8297611725390291
2f7i,-6.6,5.2370998915105424
2g5u,-7.7,0.6901433917785629
3cfn,-8.5,0.1580626048714023
3cft,-7.4,1.19944588426849
3kgt,-7.6,0.8297611725390291
3kgu,-7.7,0.6901433917785629
3nee,-8.1,0.33028148939851953
3neo,-8.9,0.07564392150535396
3nes,-7.8,0.5740180632436322
3nex,-8.5,0.1580626048714023
3p3r,-7.6,0.8297611725390291
3p3s,-7.4,1.19944588426849
3p3t,-7.0,2.5063156047025017
4d7b,-7.3,1.4420968673812509
4der,-8.1,0.33028148939851953
4des,-8.2,0.274707463881058
4det,-7.8,0.5740180632436322
4deu,-8.4,0.19003907581389948
4dew,-8.0,0.39709828301766137
5ayt,-8.1,0.33028148939851953
5boj,-7.0,2.5063156047025017
5en3,-7.9,0.4774322856020205
5ihh,-7.8,0.5740180632436322
5l4i,-6.9,3.0133496888978124
5l4j,-6.9,3.0133496888978124
5l4m,-6.6,5.2370998915105424
5u49,-7.6,0.8297611725390291
5u4b,-8.2,0.274707463881058
5u4d,-8.4,0.19003907581389948
1bn1,-8.0,0.39709828301766137
1bn3,-7.7,0.6901433917785629
1bn4,-7.5,0.9976239889496118
1bnn,-7.7,0.6901433917785629
1bnq,-7.2,1.73383676761635
1bnt,-8.4,0.19003907581389948
1bnu,-8.1,0.33028148939851953
1bnv,-7.4,1.19944588426849
1bnw,-7.5,0.9976239889496118
1g1d,-8.1,0.33028148939851953
1g45,-7.8,0.5740180632436322
1g46,-8.6,0.13146657839569292
1g48,-8.0,0.39709828301766137
1g4o,-7.9,0.4774322856020205
1g52,-8.4,0.19003907581389948
1g53,-8.0,0.39709828301766137
1g54,-8.3,0.22848446895825622
1i9n,-7.9,0.4774322856020205
1i9p,-8.0,0.39709828301766137
1if7,-7.9,0.4774322856020205
1if8,-8.1,0.33028148939851953
1ttm,-7.9,0.4774322856020205
1xpz,-7.9,0.4774322856020205
1xq0,-7.4,1.19944588426849
1z9y,-8.2,0.274707463881058
1zfq,-6.6,5.2370998915105424
1zge,-6.4,7.57039268438389
2ez7,-5.2,69.06908553024337
2h15,-8.6,0.13146657839569292
2hl4,-7.6,0.8297611725390291
2hnc,-5.8,22.866571667288486
2hoc,-7.7,0.6901433917785629
2o4z,-4.7,173.5212151917531
2pou,-8.2,0.274707463881058
2pov,-7.8,0.5740180632436322
2pow,-7.6,0.8297611725390291
2q1q,-7.8,0.5740180632436322
2q38,-7.2,1.73383676761635
2weg,-6.7,4.355891793719977
2weh,-7.1,2.0845963989904144
2wej,-6.3,9.101902568663261
2weo,-6.7,4.355891793719977
2x7t,-8.2,0.274707463881058
2x7u,-8.2,0.274707463881058
3b4f,-8.8,0.09094688111405103
3bl0,-5.6,33.05434886731773
3bl1,-9.6,0.02082944081630656
3d8w,-8.1,0.33028148939851953
3d9z,-7.5,0.9976239889496118
3daz,-6.7,4.355891793719977
3dbu,-7.7,0.6901433917785629
3dc3,-6.9,3.0133496888978124
3dcc,-7.7,0.6901433917785629
3dd0,-7.0,2.5063156047025017
3dd8,-8.3,0.22848446895825622
3eft,-7.4,1.19944588426849
3f8e,-6.1,13.15708656454693
3ffp,-7.9,0.4774322856020205
3hkn,-7.3,1.4420968673812509
3hkq,-6.5,6.296578650829274
3hkt,-6.2,10.943240836149698
3hku,-9.2,0.04352439175442664
3hs4,-7.0,2.5063156047025017
3ibi,-5.4,47.781101379763854
3ibl,-6.2,10.943240836149698
3ibn,-6.0,15.818798969966572
3ibu,-5.2,69.06908553024337
3igp,-6.8,3.6229580706211117
3k2f,-7.6,0.8297611725390291
3kwa,-4.3,362.58320203188254
3m1k,-4.9,120.03973573657015
3m3x,-8.1,0.33028148939851953
3m40,-7.3,1.4420968673812509
3m5e,-7.4,1.19944588426849
3m67,-9.1,0.05232948799687809
3m96,-8.8,0.09094688111405103
3mhc,-9.2,0.04352439175442664
3mhi,-8.1,0.33028148939851953
3mhl,-8.0,0.39709828301766137
3mhm,-8.1,0.33028148939851953
3mho,-7.8,0.5740180632436322
3ml2,-9.1,0.05232948799687809
3mmf,-7.3,1.4420968673812509
3mna,-7.5,0.9976239889496118
3myq,-9.1,0.05232948799687809
3mzc,-7.6,0.8297611725390291
3n0n,-8.5,0.1580626048714023
3n2p,-7.9,0.4774322856020205
3n3j,-7.9,0.4774322856020205
3n4b,-8.4,0.19003907581389948
3nb5,-8.7,0.1093456687565821
3ni5,-7.4,1.19944588426849
3oil,-8.5,0.1580626048714023
3oim,-9.1,0.05232948799687809
3oku,-8.9,0.07564392150535396
3oy0,-7.2,1.73383676761635
3oyq,-7.4,1.19944588426849
3p4v,-7.6,0.8297611725390291
3p58,-5.4,47.781101379763854
3p5l,-6.7,4.355891793719977
3po6,-7.0,2.5063156047025017
3r16,-7.4,1.19944588426849
3r17,-7.8,0.5740180632436322
3ryj,-7.6,0.8297611725390291
3ryv,-7.2,1.73383676761635
3ryx,-7.7,0.6901433917785629
3ryy,-7.1,2.0845963989904144
3ryz,-7.9,0.4774322856020205
3rz0,-7.2,1.73383676761635
3rz1,-8.1,0.33028148939851953
3rz5,-7.1,2.0845963989904144
3rz7,-8.2,0.274707463881058
3rz8,-7.2,1.73383676761635
3s71,-7.3,1.4420968673812509
3s72,-7.0,2.5063156047025017
3s73,-6.6,5.2370998915105424
3s75,-5.7,27.492537847388252
3s76,-5.2,69.06908553024337
3s77,-5.5,39.74132854185163
3s78,-5.7,27.492537847388252
3t5u,-7.1,2.0845963989904144
3t82,-7.3,1.4420968673812509
3t83,-7.3,1.4420968673812509
3t84,-7.3,1.4420968673812509
3t85,-7.1,2.0845963989904144
3v7x,-8.0,0.39709828301766137
3vbd,-7.9,0.4774322856020205
4bf1,-8.6,0.13146657839569292
4bf6,-7.8,0.5740180632436322
4e3g,-5.6,33.05434886731773
4ht0,-8.1,0.33028148939851953
4itp,-7.8,0.5740180632436322
4iwz,-7.9,0.4774322856020205
4jsa,-6.4,7.57039268438389
4jss,-4.6,208.62500270683435
4jsz,-5.6,33.05434886731773
4kni,-8.1,0.33028148939851953
4knj,-8.3,0.22848446895825622
4m2r,-6.7,4.355891793719977
4m2u,-7.6,0.8297611725390291
4m2v,-6.6,5.2370998915105424
4m2w,-7.0,2.5063156047025017
4mo8,-6.2,10.943240836149698
4q08,-8.3,0.22848446895825622
4q09,-9.1,0.05232948799687809
4q6d,-7.7,0.6901433917785629
4q6e,-7.9,0.4774322856020205
4q7p,-5.7,27.492537847388252
4q7s,-5.1,83.0419389339917
4q7v,-5.6,33.05434886731773
4q7w,-5.2,69.06908553024337
4q81,-5.2,69.06908553024337
4q83,-6.4,7.57039268438389
4q87,-5.9,19.01898263149658
4q8x,-6.5,6.296578650829274
4q8y,-7.1,2.0845963989904144
4q90,-4.3,362.58320203188254
4q99,-5.5,39.74132854185163
4q9y,-5.2,69.06908553024337
4qtl,-8.3,0.22848446895825622
4qy3,-6.9,3.0133496888978124
4r59,-7.1,2.0845963989904144
4r5a,-7.7,0.6901433917785629
4r5b,-7.2,1.73383676761635
4rfc,-7.6,0.8297611725390291
4rfd,-6.4,7.57039268438389
4riu,-8.2,0.274707463881058
4riv,-6.5,6.296578650829274
4rn4,-9.0,0.06291587782468923
4rux,-6.8,3.6229580706211117
4ruy,-6.7,4.355891793719977
4ruz,-6.5,6.296578650829274
4yx4,-6.2,10.943240836149698
4yxi,-6.6,5.2370998915105424
4yyt,-6.4,7.57039268438389
4z0q,-8.5,0.1580626048714023
4z1e,-7.8,0.5740180632436322
4z1j,-8.8,0.09094688111405103
4z1k,-8.4,0.19003907581389948
4zwx,-6.0,15.818798969966572
4zwz,-7.1,2.0845963989904144
4zx0,-8.2,0.274707463881058
4zx1,-7.5,0.9976239889496118
5amd,-7.6,0.8297611725390291
5amg,-7.0,2.5063156047025017
5aml,-7.8,0.5740180632436322
5byi,-7.5,0.9976239889496118
5e28,-7.8,0.5740180632436322
5e2k,-7.8,0.5740180632436322
5e2r,-8.7,0.1093456687565821
5e2s,-7.8,0.5740180632436322
5eh5,-6.3,9.101902568663261
5eh7,-6.7,4.355891793719977
5eh8,-6.4,7.57039268438389
5ehv,-7.9,0.4774322856020205
5ehw,-6.3,9.101902568663261
5eij,-7.7,0.6901433917785629
5ekm,-6.8,3.6229580706211117
5fdc,-6.7,4.355891793719977
5fdi,-7.3,1.4420968673812509
5flo,-6.2,10.943240836149698
5flq,-7.2,1.73383676761635
5fls,-6.6,5.2370998915105424
5flt,-7.6,0.8297611725390291
5fng,-6.3,9.101902568663261
5gmn,-9.6,0.02082944081630656
5j8z,-8.6,0.13146657839569292
5ljq,-8.0,0.39709828301766137
5ljt,-8.7,0.1093456687565821
5llc,-8.6,0.13146657839569292
5lle,-8.6,0.13146657839569292
5llg,-6.5,6.296578650829274
5llh,-9.1,0.05232948799687809
5mjn,-7.9,0.4774322856020205
5n0d,-9.5,0.025043290192969626
5n0e,-9.2,0.04352439175442664
5n1r,-8.0,0.39709828301766137
5n1s,-8.6,0.13146657839569292
5n24,-7.8,0.5740180632436322
5n25,-7.8,0.5740180632436322
5nea,-7.5,0.9976239889496118
5nee,-7.8,0.5740180632436322
5nxg,-7.7,0.6901433917785629
5nxi,-8.3,0.22848446895825622
5nxo,-7.8,0.5740180632436322
5nxp,-8.1,0.33028148939851953
5nxw,-7.6,0.8297611725390291
5ny1,-8.9,0.07564392150535396
5ny3,-9.2,0.04352439175442664
5nya,-6.4,7.57039268438389
5o07,-6.4,7.57039268438389
5sz0,-8.0,0.39709828301766137
5sz1,-8.0,0.39709828301766137
5sz2,-7.2,1.73383676761635
5sz3,-9.1,0.05232948799687809
5sz4,-7.6,0.8297611725390291
5sz5,-7.6,0.8297611725390291
5sz6,-7.6,0.8297611725390291
5sz7,-8.1,0.33028148939851953
5tfx,-9.2,0.04352439175442664
5th4,-5.1,83.0419389339917
5ti0,-5.0,99.84153646999208
5txy,-7.0,2.5063156047025017
5ty9,-6.9,3.0133496888978124
5tya,-6.6,5.2370998915105424
5u0d,-6.7,4.355891793719977
5u0e,-6.3,9.101902568663261
5u0f,-6.4,7.57039268438389
5u0g,-7.0,2.5063156047025017
5uln,-8.1,0.33028148939851953
5vgy,-7.1,2.0845963989904144
5wex,-7.9,0.4774322856020205
5wgp,-5.9,19.01898263149658
6b4d,-7.2,1.73383676761635
6b59,-9.3,0.03620086398907268
6c7w,-7.3,1.4420968673812509
6c7x,-8.0,0.39709828301766137
6cjv,-6.1,13.15708656454693
6ebe,-8.3,0.22848446895825622
6ecz,-8.3,0.22848446895825622
6eeo,-8.4,0.19003907581389948
6equ,-10.5,0.0039678353029772165
6g3q,-6.8,3.6229580706211117
6got,-7.5,0.9976239889496118
6h29,-6.4,7.57039268438389
6h2z,-8.6,0.13146657839569292
6h33,-8.5,0.1580626048714023
6h34,-8.4,0.19003907581389948
6ql2,-6.5,6.296578650829274
6ql1,-8.2,0.274707463881058
6oe1,-8.6,0.13146657839569292
6oe0,-9.4,0.030109612121622685
6odz,-8.1,0.33028148939851953
6ic2,-8.1,0.33028148939851953
6gxe,-7.8,0.5740180632436322
6gxb,-7.6,0.8297611725390291
6g6t,-8.3,0.22848446895825622
6ugn,-7.8,0.5740180632436322
6ugp,-7.9,0.4774322856020205
6ugr,-7.8,0.5740180632436322
6ugz,-7.8,0.5740180632436322
6uh0,-7.5,0.9976239889496118
1bp0,-7.5,0.9976239889496118
1jmf,-7.9,0.4774322856020205
1jmg,-6.8,3.6229580706211117
1bq4,-7.2,1.73383676761635
1br6,-8.9,0.07564392150535396
1bxo,-12.1,0.00020812930739501562
1bxq,-8.8,0.09094688111405103
2web,-9.8,0.014409538155705594
2wec,-9.4,0.030109612121622685
2wed,-11.0,0.0015793731942713909
1bzc,-9.1,0.05232948799687809
1bzj,-9.1,0.05232948799687809
1c83,-6.0,15.818798969966572
1c84,-8.7,0.1093456687565821
1c86,-5.9,19.01898263149658
1c87,-6.0,15.818798969966572
1c88,-5.8,22.866571667288486
1ecv,-7.8,0.5740180632436322
1g7f,-7.1,2.0845963989904144
1g7g,-8.3,0.22848446895825622
1gfy,-5.3,57.44734091259698
1kav,-9.0,0.06291587782468923
1l8g,-8.9,0.07564392150535396
1nl9,-8.1,0.33028148939851953
1nny,-7.4,1.19944588426849
1no6,-8.4,0.19003907581389948
1nwl,-6.3,9.101902568663261
1nz7,-8.3,0.22848446895825622
1ony,-7.2,1.73383676761635
1onz,-8.3,0.22848446895825622
1pyn,-8.2,0.274707463881058
1qxk,-8.7,0.1093456687565821
1xbo,-10.1,0.008291034774616974
2azr,-6.8,3.6229580706211117
2b07,-8.6,0.13146657839569292
2f6t,-9.1,0.05232948799687809
2h4g,-7.4,1.19944588426849
2h4k,-7.7,0.6901433917785629
2hb1,-6.1,13.15708656454693
2nt7,-9.1,0.05232948799687809
