PDBCode,affinity
4av5,0.061
4avh,0.059500000000000004
4avi,0.023600000000000003
4avj,0.0365
4css,0.0035
4cst,0.0013000000000000002
4lov,0.0171
4x50,0.0177
4x5p,0.006200000000000001
4x5q,0.001
4x5r,0.014
4xo8,0.0011
5fs5,0.2064
6g2s,0.00401
6g2r,0.00035
1uz8,11.0
2f34,0.13
2f35,3.94
1vyf,0.009000000000000001
1vyg,0.01
1w96,0.0039
1w9u,0.81
1w9v,0.46
1wdn,0.5
6md6,8.0
1x8d,6160.0
1xap,0.002
1xk5,1.0
3ug2,0.0056
1xt8,0.14
1xws,0.01
2c3i,0.025
2xj1,0.028
2xj2,0.066
5ipj,0.0013000000000000002
1y3n,2.8
1y3p,15.0
1yc1,0.68
1yc4,0.28
1yet,1.2
2uwd,0.0045000000000000005
2xab,0.00054
2xdk,250.0
2xdl,790.0
2xdx,0.35
2xht,1.1
2xjg,0.015
2xjj,0.31
2xjx,0.00071
2yi0,0.0075
2yi7,0.0048
2yki,0.00035
3b24,42.0
3b25,0.86
3b26,0.23
3b27,6.9
3d0b,0.29
3rlp,0.084
3vha,0.04
3vhc,0.0013000000000000002
3vhd,0.0005200000000000001
3wha,0.00048
4b7p,0.000346
4bqg,0.6
4egk,0.019
4fcq,0.101
5fnc,77.0
5fnd,320.0
5fnf,700.0
5j20,0.0007199999999999999
5j27,0.18
5j2x,0.018000000000000002
5j64,0.14
5j6l,0.013000000000000001
5j6m,0.0027
5j6n,0.017
5j82,1.0
5j86,0.0055
5j8m,0.16
5j8u,0.34
5j9x,0.017
5lny,0.042
5nyh,0.0187
5odx,0.195
5vyy,0.62
6ei5,0.0383
6el5,0.133
6eln,0.9
6elo,0.514
6elp,0.23600000000000002
6ey8,1.55
6ey9,1.24
6eya,0.033
6eyb,4.22
6f1n,0.547
6olx,4.2
6n8x,2.0
6fcj,0.0711
6hhr,0.098
1ydk,1.3
4hj2,2950.0
4pvx,0.17200000000000001
4pvy,0.197
5ja0,6.0
2wf5,1.0
1zhy,0.3
2a4m,30.0
2a5b,117.0
2a5c,24.0
2a8g,205.0
2jgs,0.24
5chk,4.12
2amt,36.0
2gzl,15.0
3elc,2020.0
2b4l,17.0
2bfq,0.13
2bfr,5.63
2boj,1.7
2jdm,3.96
2jdp,0.25
2jdu,0.19
3zdv,3.3
2bt9,0.64
4csd,1.23
2byr,0.0028
2bys,0.0003
2pgz,1.8
2wn9,0.003
2wnc,0.47900000000000004
2wnj,0.33
2x00,4.7e-06
2ymd,693.0
2yme,0.022
3c79,0.063
3c84,0.014
4dbm,0.024
4xk9,0.00086
5obg,0.0741
5oaj,0.275
5o87,0.245
2c1p,4.0
2c80,4.7
2ca8,22.0
2c92,2.11
2c94,0.15
2c97,0.72
2cbz,118.0
2cc7,0.009880000000000002
2ccb,0.03576
2ccc,0.017570000000000002
2ce9,0.93
2cex,20.0
3b50,0.028
2d0k,9.51
2doo,0.067
2e2r,0.0055
2p7a,0.788
2p7g,0.297
2p7z,0.262
6i67,0.20140000000000002
6i66,0.1825
6i65,0.39039999999999997
6i64,0.04870000000000001
6i63,0.0986
6i62,0.1575
6i61,0.5690000000000001
2e7f,0.79
2ogy,33.2
2euk,0.25
2evl,0.2
2ewa,0.0115
2ews,0.24
2fqw,0.21
2fqx,0.07100000000000001
2fqy,0.27
2fw6,1200.0
2fxu,0.007
2fxv,4.5
2gh9,1.0
2gl0,15.0
4n9c,126.0
2gz2,6.0
2h21,0.29
2h6b,4.1
2haw,12.0
2hmu,0.02
2hmv,0.02
2hnx,0.083
2hzl,0.27
4dy6,40.0
2i4j,0.6848
2i4z,1.978
4a4v,0.287
4a4w,0.019
4r06,0.513
5f9b,54.82
5lsg,4.0
6md0,1.27
6dgr,12.3
6dgq,3.09
6dgl,3.05
2i6b,0.068
2iko,3.571
2vvn,0.05
2w4x,14.0
2xm1,8.5
2jf4,0.007
2jg0,0.015
2nmx,2.7
2nn1,1.5
2nn7,0.3
2nsj,16.3
2nsl,20.9
2oi2,0.5
2oiq,10.0
4ybk,0.015
2p3i,330.0
2pqb,0.063
2pqc,1.8
2pql,0.053
2pvu,0.49
2q2a,0.039
2py4,0.2
5ect,5.2
5edd,5.7
2pyy,25.0
2q88,1.6
2q89,0.5
2q8h,1000.0
2qbu,0.645
2qbw,0.056
2qpq,0.43
2qpu,250.0
3lgs,24.8
2r0h,310.0
2r58,10000.0
2r5a,2500.0
3fh7,0.025
2r75,0.714
2ra6,30.0
2rcb,0.163
2rcn,1.0
4und,0.0011
4zzz,0.087
5xsr,0.020300000000000002
6bhv,5.87
2reg,2.3
2rin,100.0
2rio,20.4
2uxi,0.05
2uyn,2000.0
2uyq,2.1
2v25,1.9
2v3u,1000.0
5cc2,80.0
2v58,0.00082
2v59,0.018000000000000002
2v7a,0.005
3pyy,0.137
5hu9,0.0242
2v95,0.005
2vb8,25.0
2vba,25.0
2vc9,0.0036000000000000003
2vfk,194.0
2vhj,125.0
2vmf,1.4000000000000001
2vk2,0.13
2vmc,1150.0
2vmd,950.0
2vo4,11.6
2vpn,0.19
2vpo,3.8
6gjw,11.0
2vt3,70.0
2vuk,125.0
4agl,225.0
4agm,105.0
4agn,107.0
4ago,15.5
4agp,20.6
4agq,9.7
5a7b,271.0
5aba,1040.0
5aoi,940.0
5aoj,21.0
5aol,4800.0
5g4m,138.0
5g4n,101.0
5g4o,37.0
5o1d,22.0
5o1f,30.0
5o1h,14.0
6ggf,4.1
6ggb,4.1
6gga,14.2
2vxn,10.0
2vyt,1840.0
2vzr,52.6
2w08,380.0
3kqr,36.8
4avs,322.0
4ayu,18.6
2w47,10.5
2w8j,1100.0
2w8w,7500.0
2w9h,0.43
2we3,37.0
2wjg,0.08
2wor,125.0
2wos,125.0
2wq5,180.0
3myg,2e-05
3uo4,0.299
3uod,0.049
3up2,0.04
5orv,1297.0
5orw,796.0
5os2,1821.0
5os4,1665.0
5os5,410.0
5ose,681.0
2wuf,51.0
2wvt,0.755
2xib,0.0551
2xii,0.0633
2wyf,37.0
3zyf,14.1
4a6s,6.3
4ljh,19.4
4lk7,9.1
5d21,0.004200000000000001
2wzf,0.1
5zo8,0.0063
2x4z,0.0027
2x6x,210.0
3n8k,90.0
2xbp,9.6
2xde,3.42
3zso,7.6
3zsq,10.9
3zsx,519.0
3zsy,595.0
3zt2,1435.0
3zt3,1375.0
4ahr,6500.0
4ahs,6400.0
4ahu,5400.0
4ceb,1080.0
4cgi,752.0
4cig,214.0
4cj4,432.0
4cjp,481.0
4cjq,256.0
4cjr,793.0
4ck3,268.0
4qnb,0.26
2xn3,1.198
2xn5,0.20500000000000002
2xp7,1.7
2xxt,0.009000000000000001
2y7i,2.9
2yay,0.8
2yaz,7.3
2yb0,140.0
2ydw,0.046
2yek,0.0613
4mr6,0.251
4qev,0.022
4qew,0.08600000000000001
4uyf,0.025
2yel,0.0525
3p5o,0.055200000000000006
3u5j,2.46
3u5l,0.64
3zyu,0.1
4cfl,1.33
4lyw,0.23700000000000002
4lzr,20.0
4lzs,16.0
4mr3,1.1420000000000001
4ogj,0.164
4qb3,3.4
4wiv,0.55
4xya,1.37
4z93,0.0446
5acy,0.0064
5cp5,1.234
5cqt,0.124
5cy9,0.218
5d0c,2.34
5d24,5.8
5d25,0.5
5d26,0.81
5d3h,7.9
5d3j,5.7
5d3l,0.88
5d3n,9.2
5d3p,7.4
5d3t,12.0
5dlx,2.0
5dw2,1.44
5dx4,0.137
5egu,1.4
5eis,1.8
5f5z,0.08600000000000001
5f60,0.043000000000000003
5f61,0.035
5f62,0.0068
5f63,0.012
5i80,0.062
5i88,0.25
5u28,0.067
5y8y,0.082
5y94,0.164
6ckr,0.05
6cks,0.015
6e4a,0.044
6fo5,0.19
6q3z,0.044
6q3y,0.054
6mh7,1.8
6mh1,1.2
6fsy,0.247
6ajz,46.0
6ajy,5.3
5yqx,0.11
5wmg,0.0060999999999999995
5wa5,0.192
6ajv,9.1
2yfa,8.5
2yhw,2.5
2ylc,0.013000000000000001
2ypo,21.0
5e2l,93.0
3qkd,0.004200000000000001
3zk6,0.46
3zln,0.0034
3zlr,0.00055
4c52,2.1
4c5d,4.0
3vje,0.0097
5cqu,0.29
5cs6,630.0
5csp,58.0
5cu4,0.32
5h8e,6.3299999999999995e-06
5h8g,4.82e-05
5mo8,1.64
5mod,300.0
5oqu,244.0
5orh,41.0
5orj,17.0
5ork,234.0
5os7,205.0
5os8,105.0
5osl,375.0
5otr,12.0
5otz,6.5
2zkj,3.3
2zwz,0.016300000000000002
2zym,0.73
3a1c,100.0
3a1d,75.0
3a1e,2200.0
3a5y,0.011
3a6t,0.052000000000000005
3acl,0.6
6n0j,4.3
6n0k,8.6
3bwj,0.319
5izf,0.00017999999999999998
5izj,3e-06
3alt,1190.0
3ao4,8500.0
3ao5,5900.0
3ovn,2800.0
3ap4,120.0
5t7s,79.0
3aqt,0.19
3arp,0.07
3arq,0.4
3arw,0.7
3arx,4.7
3axz,372.0
3b2q,28.0
3b4p,4.0
3juo,8.55
3jup,2.63
3ed0,0.45
3bbb,0.1
3bbf,5.2
3bex,2.7
3bpc,16.0
3brn,0.002
3bu1,0.0070999999999999995
3bxe,3.34
3bxf,2.87
3bxg,10.98
3bxh,94.34
3c2f,10100.0
3c2o,450.0
3c2r,780.0
3c39,109.0
3c4h,2.0
3fhb,2.0
3cct,0.0274
3ccw,0.0135
3ccz,0.0517
3cd0,0.0269
3cd5,0.0127
3cd7,0.0143
3cda,0.0263
3cdb,0.09570000000000001
3ckb,1040.0
3cow,0.125
3coy,0.96
3coz,2.7
3imc,1100.0
3ime,1000.0
3iob,380.0
3ioc,210.0
3iod,80.0
3ioe,540.0
3isj,210.0
3iub,29.0
3iue,1.5
3ivc,75.0
3ivg,50.0
3ivx,1.8
4ddh,500.0
4ddk,5100.0
4ddm,3500.0
4de5,700.0
4ef6,1200.0
4efk,3200.0
4fzj,700.0
4g5f,900.0
3cyz,0.06
3cz1,0.055
3d78,0.023
4hu1,0.029
4knm,0.01
4knn,0.0167
4qjx,0.052000000000000005
6g5u,0.395
3dp4,0.043000000000000003
3dp9,0.000208
3drf,0.1
3drg,0.1
3dri,37.7
3dsz,0.0171
3tf6,0.4
3dzt,0.060200000000000004
3e3c,2.4
3e5u,1.4
3ebl,0.5
3eeb,1.3
3fzy,0.18
3evd,0.124
3f33,460.0
3f34,690.0
3f37,2400.0
3u90,24.0
3f3d,0.069
3f3e,0.02
3f48,0.512
4mme,0.318
3f6e,4140.0
3fzn,97.0
3f70,14.0
3f80,60.0
3kv2,0.04751
3lp4,13.1
3lp7,3.6
3f8c,0.021
3f8f,0.23600000000000002
4zzd,0.25
3fat,0.0228
3fj7,195.0
3fjg,187.0
4fl1,520.0
4fl2,220.0
3fql,0.07100000000000001
3fvh,0.447
4e67,0.33
4o6w,0.003
4o9w,0.06991
3g0e,0.02
3g19,0.214
3g3r,0.33
3ga5,3.2
3gk1,80.0
5dkn,202.6
5er4,1752.0
3gnw,0.00079
3hky,0.08
3gvu,0.01
3gx0,330.0
3h78,57.0
3hcm,500.0
3hkw,0.0023
3hmo,0.0305
3hmp,3.24
5mrb,0.47100000000000003
5n84,0.011
5n93,0.0022
3hu3,0.13
4ko8,0.07
3hv8,0.1042
5k03,18.0
3hww,0.075
3i73,3.23
3ies,0.00011999999999999999
3ifl,0.008400000000000001
3ip5,0.6
3ip6,0.25
3ip9,2.4
3jrs,52.0
3jrx,0.001
3juk,12.9
3jyr,2.9
3jzh,400.0
5k0m,0.0015
5ttw,1.1
3jzj,248.0
3k00,1.7
3k02,10.0
3k1j,0.4
3k5v,0.5
3ms9,6.0
3mss,22.0
6hd6,2.0
3kiv,20.0
3kjd,0.0029
4zzx,0.125
4zzy,2.5
3kr8,0.008
4iue,0.28
4j21,0.039
4j22,0.018000000000000002
4j3l,0.016
4kzq,0.788
3kyq,60.0
3ldp,2.41
5evz,0.27
5exw,0.15
5ey4,750.0
5f1x,0.78
5f2r,52.0
3lpl,2.39
3lq2,5.97
3lxk,0.00016
5lwm,0.00134
6gl9,0.135
6gla,0.027
6glb,0.129
3lzs,1.09e-05
3lzu,8.7e-05
3lzz,146.0
3m3c,86.21
3m6r,0.032
3m8u,12.9
3miy,0.021
4m0y,0.35
4m12,0.9
4m13,0.2
4m14,0.2
5vi6,0.003
3n1c,6.0
3n9s,5.5
3ng4,3.7
3nw3,0.32
3o4k,0.024
3uil,1.0
3umq,24.1
3usx,9.53
4fnn,0.0272
3nhi,0.0037
3nht,0.098
3nik,358.8
3nim,17.7
3npc,0.0046
5ehr,0.073
3o75,0.209
3o9p,0.3
3ocp,0.027
4z07,0.0103
3ouj,0.9
3oy8,220.0
3oyw,78.0
3p2e,0.6
3p7i,0.019899999999999998
3p8p,28.0
3pgu,0.2
3pju,13.1
3ppp,6.0
3ppq,28.0
3ppr,1500.0
3q6z,192.0
3q71,6.0
4f1l,7.6
5o2d,2.1
3q7q,2.2560000000000002
3qbc,10.8
3qps,2.5
3qqa,1.5
3qx9,90.0
3r1v,0.12
3r5t,0.00265
3r6u,30.5
3re4,0.04
3rm4,1.69
3rm9,17.0
4rqk,1.5
4rqv,9.0
5lvl,1.25
3s0b,0.32
3s0d,0.09
3s0e,0.28
4g8n,0.063
3sfg,0.865
3sk2,244.0
3t2w,0.035
3t6b,0.44
3ta0,338.0
3ta1,568.0
3tao,7.28
3tay,420.0
3tb6,8.4
3tcg,1.36
3td4,2.2
4nyf,0.049
3tif,4.2
3tk2,24.0
4jpx,7.0
4jpy,37.0
3tmk,0.135
3ttm,0.003
3tz0,9.2
4dzy,2.4
4h7q,8.8
4h81,7.5
4h85,7.0
3u10,3.6
3ubd,2.9
4gue,5.8
3udd,0.079
3uj9,23.4
3ujc,26.0
3ujd,20.2
3upk,50.0
3v4t,77.0
3uug,31.0
3v2n,0.8
3v2p,0.44
3v2q,0.51
3v3q,0.25
3v78,2.9
3vjc,0.0189
3vvy,14.6
3vw1,21.2
3vw2,17.9
3vx3,0.015
3w5n,135.0
3w9k,0.48
3w9r,0.66
3wgg,39.9
3wvm,1.95
4tjz,1.07
4tkb,2.56
4tkh,1.84
4tkj,0.913
3zhx,0.21
3zi0,0.04
3zi8,2.2
3zll,0.395
4arw,0.074
4asj,0.028
3zm9,0.038
4br3,1.9
4cg8,0.11
4cg9,0.62
4cga,0.4
5afv,2.6
5eqe,132.0
5eqp,4.0
5eqy,0.01
5ftg,0.7
5fut,0.352
4aci,6000.0
4ad2,0.625
4ad3,24.0
4v27,0.217
5lyr,0.013
5m17,221.0
5m5d,111.0
6hmg,11.5
4ad6,16.7
4aj4,130.0
4aje,210.0
4aji,280.0
4ajl,160.0
4aq4,0.68
4aq6,15.8
4aqh,0.29
4axd,37.0
4ayp,0.755
4ayq,0.047
5meh,0.481
5ne5,0.039
4az5,1.02
4azb,0.05769
4azc,1.38
4azg,0.07905
4azi,0.03556
4b0b,470.0
4cl6,4.05
4b1j,0.05
4b2i,1000.0
4b2l,570.0
4b32,460.0
4b33,430.0
4b34,730.0
4b35,1300.0
4b3b,250.0
4b3c,2100.0
4b3d,2100.0
5fot,680.0
5fou,113.0
5fov,1590.0
5fox,675.0
5fpk,280.0
4b5s,320.0
4b5t,470.0
4b5w,470.0
4b8y,0.009000000000000001
4bb9,1.0
4ly9,0.007
4bcs,0.10300000000000001
4bi6,113.3
4bi7,26.4
4bj8,0.00513
4bqh,2.58
4btk,0.24
4bup,11.2
4buq,0.0073
4c1y,251.0
4c9x,0.048
5ant,0.44
5anu,0.0004
5anv,0.0005
5fsn,1.7
5fso,0.81
6f20,49.5
6eq7,0.1
6eq5,18.0
6eq3,0.7
6eq2,1.3
4cc5,38.0
4cs9,8000.0
4cu7,0.026000000000000002
4czs,10.0
4d1j,0.485
4d3h,0.37
4d4d,1.1
5m77,0.0247
5n0f,0.9
4d8z,0.51
4daf,0.076
4db7,0.273
4nl1,130.0
4dcs,8.0
4del,0.0211
4dko,0.3
4dkp,1.9
4dkq,0.25
4dkr,0.3
4i54,0.11
4dmw,11.4
4dst,1100.0
4dsu,1500.0
4e1k,0.5
6n7d,0.0003
5l3a,13.0
5ut6,57.3
5win,0.094
5wij,0.488
4e70,5.26
4emf,0.0839
4emr,0.032100000000000004
4zt8,41.0
5cso,0.9400000000000001
5cst,0.11
4epy,340.0
6fa4,0.051
6quv,1000.0
6gj8,1.36
6gj6,20.0
